,Station Name,City,State,Network,Pricing,Open Date
26333,2126 Berkeley Ave,Los Angeles,CA,FLO,Free,2022-08-20
26331,LFT-CALABASAS # 4,Calabasas,CA,ChargePoint Network,Free,2022-08-20
26332,MBCL EXPRESS 250,Webster,TX,ChargePoint Network,Free,2022-08-20
26325,GPM INVESTMENTS 5712 DC1,Marysville,OH,ChargePoint Network,Free,2022-08-20
26322,AC DA 2,Brighton,CO,ChargePoint Network,Free,2022-08-20
26354,FPL EVOLUTION FDOT DIST 5-3,Sanford,FL,ChargePoint Network,Free,2022-08-21
26344,FPL EVOLUTION KAPLAN 5,Fort Lauderdale,FL,ChargePoint Network,Free,2022-08-21
26753,District 9 Senior Center 1,San Antonio,TX,Blink Network,Free,2022-08-21
26345,FPL EVOLUTION FDOT DIST 4-3,Oakland Park,FL,ChargePoint Network,Free,2022-08-21
26343,FPL EVOLUTION KAPLAN 4,Fort Lauderdale,FL,ChargePoint Network,Free,2022-08-21
26342,FPL EVOLUTION SFLWATERMGMT3,West Palm Beach,FL,ChargePoint Network,Free,2022-08-21
26341,FPL EVOLUTION SFLWATERMGMT1,West Palm Beach,FL,ChargePoint Network,Free,2022-08-21
26340,FPL EVOLUTION SFLWATERMGMT2,West Palm Beach,FL,ChargePoint Network,Free,2022-08-21
26339,FPL EVOLUTION ASTROTECH1,Titusville,FL,ChargePoint Network,Free,2022-08-21
26338,FPL EVOLUTION ASTROTECH2,Titusville,FL,ChargePoint Network,Free,2022-08-21
26337,FPL EVOLUTION FGCU GARAGE 2-1,Fort Myers,FL,ChargePoint Network,Free,2022-08-21
26336,FPL EVOLUTION KAPLAN 3,Fort Lauderdale,FL,ChargePoint Network,Free,2022-08-21
31510,Graviti Energy - Holiday Inn Express & Suites Marshall,Marshall,TX,GRAVITI_ENERGY,$0.38 per kWh,2022-08-21
31503,Graviti Energy - Super Shine Car Wash & Lube - Westheimer,Houston,TX,GRAVITI_ENERGY,$0.38 per kWh,2022-08-21
26346,FPL EVOLUTION FDOT DIST 4-2,Oakland Park,FL,ChargePoint Network,Free,2022-08-21
26335,FPL EVOLUTION KAPLAN 2,Fort Lauderdale,FL,ChargePoint Network,Free,2022-08-21
26353,FPL EVOLUTION FDOT DIST 1-1,Fort Myers,FL,ChargePoint Network,Free,2022-08-21
26334,FPL EVOLUTION KAPLAN 1,Fort Lauderdale,FL,ChargePoint Network,Free,2022-08-21
26366,FPL EVOLUTION WYNDHAMDAYTONA1,Daytona Beach,FL,ChargePoint Network,Free,2022-08-21
26378,FPL EVOLUTION HF MED GROUP 3,Melbourne,FL,ChargePoint Network,Free,2022-08-21
26377,FPL EVOLUTION HF MED GROUP 2,Melbourne,FL,ChargePoint Network,Free,2022-08-21
26376,FPL EVOLUTION HF MED GROUP 1,Melbourne,FL,ChargePoint Network,Free,2022-08-21
26375,FPL EVOLUTION FDOT DIST4 OPS3,Fort Lauderdale,FL,ChargePoint Network,Free,2022-08-21
26374,FPL EVOLUTION FDOT DIST4 OPS2,Fort Lauderdale,FL,ChargePoint Network,Free,2022-08-21
26365,FPL EVOLUTION WYNDHAMDAYTONA2,Daytona Beach,FL,ChargePoint Network,Free,2022-08-21
26373,FPL EVOLUTION FDOT DIST4 OPS1,Fort Lauderdale,FL,ChargePoint Network,Free,2022-08-21
26371,FPL EVOLUTION HAMPINNNAPLES 1,Naples,FL,ChargePoint Network,Free,2022-08-21
26370,FPL EVOLUTION LEONARDO 3,Melbourne,FL,ChargePoint Network,Free,2022-08-21
26369,FPL EVOLUTION LEONARDO 2,Melbourne,FL,ChargePoint Network,Free,2022-08-21
26368,FPL EVOLUTION LEONARDO 4,Melbourne,FL,ChargePoint Network,Free,2022-08-21
26349,FPL EVOLUTION KAPLAN 6,Fort Lauderdale,FL,ChargePoint Network,Free,2022-08-21
26348,FPL EVOLUTION FDOT DIST 4-4,Oakland Park,FL,ChargePoint Network,Free,2022-08-21
26372,FPL EVOLUTION HAMPINNNAPLES 2,Naples,FL,ChargePoint Network,Free,2022-08-21
26364,FPL EVOLUTION WYNDHAMDAYTONA3,Daytona Beach,FL,ChargePoint Network,Free,2022-08-21
26347,FPL EVOLUTION FDOT DIST 4-1,Lauderdale Lakes,FL,ChargePoint Network,Free,2022-08-21
26380,FPL EVOLUTION FDOTDIST4&6MAT1,Davie,FL,ChargePoint Network,Free,2022-08-21
26352,FPL EVOLUTION FDOT DIST 1-2,Fort Myers,FL,ChargePoint Network,Free,2022-08-21
26351,FPL EVOLUTION FDOT DIST 6-1,Miami,FL,ChargePoint Network,Free,2022-08-21
26350,FPL EVOLUTION FDOT DIST 6-2,Miami,FL,ChargePoint Network,Free,2022-08-21
26355,FPL EVOLUTION FDOT DIST 5-2,Sanford,FL,ChargePoint Network,Free,2022-08-21
26356,FPL EVOLUTION FDOT DIST 5-1,Sanford,FL,ChargePoint Network,Free,2022-08-21
26357,FPL EVOLUTION FDOT DIST 5 2,Cocoa,FL,ChargePoint Network,Free,2022-08-21
26379,FPL EVOLUTION FDOTDIST4&6MAT2,Davie,FL,ChargePoint Network,Free,2022-08-21
26358,FPL EVOLUTION FDOT DIST 5 1,Cocoa,FL,ChargePoint Network,Free,2022-08-21
26381,FPL EVOLUTION ROYAL PALM 1,West Palm Beach,FL,ChargePoint Network,Free,2022-08-21
26382,FPL EVOLUTION ROYAL PALM 2,West Palm Beach,FL,ChargePoint Network,Free,2022-08-21
26360,FPL EVOLUTION FDOT DIST 2-3,Lake City,FL,ChargePoint Network,Free,2022-08-21
26361,FPL EVOLUTION FDOT DIST 2-1,Lake City,FL,ChargePoint Network,Free,2022-08-21
26362,FPL EVOLUTION SFLWATERMGMT4,Fort Myers,FL,ChargePoint Network,Free,2022-08-21
26363,FPL EVOLUTION SFLWATERMGMT5,Fort Myers,FL,ChargePoint Network,Free,2022-08-21
26359,FPL EVOLUTION FDOT DIST 2-2,Lake City,FL,ChargePoint Network,Free,2022-08-21
26367,FPL EVOLUTION LEONARDO 1,Melbourne,FL,ChargePoint Network,Free,2022-08-21
26438,Scarsdale Ford,Scarsdale,NY,Non-Networked,Free,2022-08-22
26437,South Shore Chrysler Dodge Jeep RAM,Inwood,NY,Non-Networked,Free,2022-08-22
26436,Urban Zen,Sag Harbor,NY,Non-Networked,Free,2022-08-22
26442,Poland Town Court,Kennedy,NY,Non-Networked,Free,2022-08-22
29696,DoubleTree by Hilton Modesto,Modesto,CA,EV Connect,$0.50 per kWh,2022-08-22
26439,Chester Maple Garage,White Plains,NY,Non-Networked,Free,2022-08-22
26440,Chautauqua Institution School of Art - North Lot,Chatauqua,NY,Non-Networked,Free,2022-08-22
26441,Ellicott Town Justice Court,Falconer,NY,Non-Networked,Free,2022-08-22
26448,DeLacy Ford,Elma,NY,Non-Networked,Free,2022-08-22
26445,West Herr Chevrolet of Hamburg,Hamburg,NY,Non-Networked,Free,2022-08-22
26444,Silver Creek Police Department,Silver Creek,NY,Non-Networked,Free,2022-08-22
27516,Firestone Complete Auto Care - Plaza West Covina,West Covina,CA,Blink Network,Free,2022-08-22
26484,Topgolf - Austin,Austin,TX,Volta,Free,2022-08-22
26485,Stever-Locke Industries Inc,Honeoye Falls,NY,AMPUP,Free,2022-08-22
29053,The Flats at Sugerland,Sugar Land,TX,Blink Network,Free,2022-08-22
31615,Ohio Electric Services,Dayton,OH,Blink Network,Free,2022-08-22
26400,Four Brothers Millerton,Millerton,NY,Blink Network,Free,2022-08-22
26447,West Herr Subaru,Orchard Park,NY,Non-Networked,Free,2022-08-22
26446,West Herr Jeep of Orchard Park,Orchard Park,NY,Non-Networked,Free,2022-08-22
26487,Hotel del Coronado,Coronado,CA,Non-Networked,Free,2022-08-22
26389,MARK PORTER 1 MARK PORTER 1,Pomeroy,OH,ChargePoint Network,Free,2022-08-23
28344,Villas At River Park West,Richmond,TX,Blink Network,FREE,2022-08-23
26383,2600 Elliott Garage,Seattle,WA,Blink Network,FREE,2022-08-23
26388,CARDENAS BMW OUTSIDE SHP STN,Harlingen,TX,ChargePoint Network,Free,2022-08-23
26387,WSSDA 225 COLLEGE NE,Lacey,WA,ChargePoint Network,Free,2022-08-23
26386,UMASS AMHERST UMASS LOT52,Amherst,MA,ChargePoint Network,Free,2022-08-23
26391,REFLECTIONS RFEFLECTIONS 3,Redmond,WA,ChargePoint Network,Free,2022-08-23
26397,BELW GIANT BELW PLANT,Blue Earth,MN,ChargePoint Network,Free,2022-08-23
26393,5757 WILSHIRE EV STATION 4,Los Angeles,CA,ChargePoint Network,Free,2022-08-23
26394,SHARKYS STATION 2,Venice,FL,ChargePoint Network,Free,2022-08-23
26395,SHARKYS STATION 1,Venice,FL,ChargePoint Network,Free,2022-08-23
26396,66 WINCHESTER 66 WINCHESTER,Newton,MA,ChargePoint Network,Free,2022-08-23
26398,8302 Foothill Blvd,Los Angeles,CA,FLO,Free,2022-08-23
28053,LGA Airpark,East Elmhurst,NY,LIVINGSTON,Free,2022-08-23
28315,1009 Sunoco,Royal Palm Beach,FL,Blink Network,$1.00-$5.00/Hr Variable Parking Fee,2022-08-23
26392,5757 WILSHIRE EV STATION 3,Los Angeles,CA,ChargePoint Network,Free,2022-08-23
26390,MID-OHIO ENERGY ELGIN NORTH 1,Marion,OH,ChargePoint Network,Free,2022-08-23
29015,Estates at East Riverside,Austin,TX,Blink Network,$1.50-$5.00/Hr Variable Parking Fee,2022-08-23
29052,Village at East Riverside,Austin,TX,Blink Network,Free,2022-08-23
27474,Dean Park,Shrewsbury,MA,Non-Networked,$0.50 per session + $0.13 per kWh,2022-08-23
28964,205 N Orchard Avenue (US-CBJ-V6L-2B),Ukiah,CA,RIVIAN_ADVENTURE,Free,2022-08-24
26462,Van Bortel Ford,East Rochester,NY,Non-Networked,Free,2022-08-24
26461,SPOT Cowork,Victor,NY,Non-Networked,Free,2022-08-24
26460,ACES Renewable Rochester,Honeoye Falls,NY,Non-Networked,Free,2022-08-24
26459,Molye Chevrolet,Honeoye Falls,NY,Non-Networked,Free,2022-08-24
28738,Cadence at Frisco Station,Frisco,TX,Non-Networked,$1 per hour,2022-08-24
26458,Monroe Community College - Lot P,Rochester,NY,Non-Networked,Free,2022-08-24
26457,Monroe Community College - Lot M,Rochester,NY,Non-Networked,Free,2022-08-24
28963,205 N Orchard Avenue (US-CBJ-V6L-2A),Ukiah,CA,RIVIAN_ADVENTURE,Free,2022-08-24
26455,West Herr Chevrolet of Rochester,Rochester,NY,Non-Networked,Free,2022-08-24
26454,James Mitsubishi Greece,Greece,NY,Non-Networked,Free,2022-08-24
26453,Bob Johnson Chevrolet Buick GMC,Le Roy,NY,Non-Networked,Free,2022-08-24
26452,KI-PO Chevrolet,Ransomville,NY,Non-Networked,Free,2022-08-24
26451,DS Rose Inc,Niagara Falls,NY,Non-Networked,Free,2022-08-24
26463,Harris Whalen Park,Penfield,NY,Non-Networked,Free,2022-08-24
26464,Popli Design Group,Penfield,NY,Non-Networked,Free,2022-08-24
26465,The Gardens at Penfield Square,Penfield,NY,Non-Networked,Free,2022-08-24
26466,Penfield Town Hall,Penfield,NY,Non-Networked,Free,2022-08-24
29873,Auto Outlets of Wolcott,Wolcott,NY,SWTCH,Free,2022-08-24
28063,Town Center Fayetteville,Fayetteville,NY,LIVINGSTON,Free,2022-08-24
28062,Inn at the Finger Lakes,Auburn,NY,LIVINGSTON,Free,2022-08-24
26410,11217 Figueroa St,Los Angeles,CA,FLO,Free,2022-08-24
26481,Countryside Plaza - Tesla Supercharger,Turlock,CA,Tesla,Free,2022-08-24
26402,SPORTS COMPLEX1 CHARGER1,Los Angeles,CA,ChargePoint Network,Free,2022-08-24
26403,SPORTS COMPLEX1 CHARGER2,Los Angeles,CA,ChargePoint Network,Free,2022-08-24
26489,Le Dev,Chatsworth,CA,Blink Network,Free,2022-08-24
26404,SPORTS COMPLEX1 DCFAST CHARGER2,Los Angeles,CA,ChargePoint Network,Free,2022-08-24
26405,SPORTS COMPLEX1 DCFAST CHARGER1,Los Angeles,CA,ChargePoint Network,Free,2022-08-24
26406,TABOR CENTER LVL B - UNIT #2,Denver,CO,ChargePoint Network,Free,2022-08-24
26407,TABOR CENTER LVL B - UNIT #1,Denver,CO,ChargePoint Network,Free,2022-08-24
26408,IHS EV 1 IHS PARKING LOT,Ipswich,MA,ChargePoint Network,Free,2022-08-24
26450,T F Brown's Restaurant,Batavia,NY,Non-Networked,Free,2022-08-24
26449,Gene McCarthy's Old First Ward Brewing Co,Buffalo,NY,Non-Networked,Free,2022-08-24
26456,Audi Rochester,Rochester,NY,Non-Networked,Free,2022-08-24
26409,"Casey's Worthington #3 (Worthington, MN)",Worthington,MN,Electrify America,Free,2022-08-24
32022,Christian Brothers Ford,Crookston,MN,Blink Network,Free,2022-08-24
26416,Intercity Transit,Olympia,WA,Blink Network,Free,2022-08-24
29009,735 South Fortuna Boulevard (US-736-RM4-1B),Fortuna,CA,RIVIAN_ADVENTURE,Free,2022-08-24
28973,205 N Orchard Avenue (US-CBJ-V6L-1C),Ukiah,CA,RIVIAN_ADVENTURE,Free,2022-08-24
28972,205 N Orchard Avenue (US-CBJ-V6L-1B),Ukiah,CA,RIVIAN_ADVENTURE,Free,2022-08-24
28971,205 N Orchard Avenue (US-CBJ-V6L-1A),Ukiah,CA,RIVIAN_ADVENTURE,Free,2022-08-24
26443,Irondequoit Town Hall,Rochester,NY,Non-Networked,Free,2022-08-24
28969,735 South Fortuna Boulevard (US-736-RM4-2B),Fortuna,CA,RIVIAN_ADVENTURE,Free,2022-08-24
28968,735 South Fortuna Boulevard (US-736-RM4-2A),Fortuna,CA,RIVIAN_ADVENTURE,Free,2022-08-24
28967,735 South Fortuna Boulevard (US-736-RM4-1C),Fortuna,CA,RIVIAN_ADVENTURE,Free,2022-08-24
31321,South Point Medical,Dayton,OH,SWTCH,$1.50 per hour,2022-08-24
28966,735 South Fortuna Boulevard (US-736-RM4-1A),Fortuna,CA,RIVIAN_ADVENTURE,Free,2022-08-24
28965,205 N Orchard Avenue (US-CBJ-V6L-2C),Ukiah,CA,RIVIAN_ADVENTURE,Free,2022-08-24
28970,735 South Fortuna Boulevard (US-736-RM4-2C),Fortuna,CA,RIVIAN_ADVENTURE,Free,2022-08-24
26488,NEMA Apartments,San Francisco,CA,Blink Network,Free,2022-08-25
26486,Hometown Auto Services,Lyons,NY,AMPUP,Free,2022-08-25
26473,BJ'S Wholesale Shopping Club,Ithaca,NY,Non-Networked,Free,2022-08-25
26478,Ferrario Ford Lincoln,Elmira,NY,Non-Networked,Free,2022-08-25
26477,Bokman Chevrolet,Wellsville,NY,Non-Networked,Free,2022-08-25
26476,Simmons Rockwell Ford of Bath,Bath,NY,Non-Networked,Free,2022-08-25
26475,Maguire Honda of Ithaca,Ithaca,NY,Non-Networked,Free,2022-08-25
26474,The Dorm Hotel,Ithaca,NY,Non-Networked,Free,2022-08-25
26482,The 440 - Tesla Supercharger,Tyngsborough,MA,Tesla,Free,2022-08-25
26435,COMMISSIONERS COMMISSIONERSEV,Coshocton,OH,ChargePoint Network,Free,2022-08-25
26470,Seneca County Office Building,Waterloo,NY,Non-Networked,Free,2022-08-25
26434,COMMISSIONERS COMMISSIONEREV2,Coshocton,OH,ChargePoint Network,Free,2022-08-25
26433,HOLY CROSS HOGAN LOT 4,Worcester,MA,ChargePoint Network,Free,2022-08-25
26432,HOLY CROSS HOGAN LOT 1,Worcester,MA,ChargePoint Network,Free,2022-08-25
26431,HOLY CROSS HOGAN LOT 3,Worcester,MA,ChargePoint Network,Free,2022-08-25
26430,HOLY CROSS HOGAN LOT 2,Worcester,MA,ChargePoint Network,Free,2022-08-25
26429,EV STATION AT TOWN HALL 1,Norwood,MA,ChargePoint Network,Free,2022-08-25
26428,EV STATION AT TOWN HALL 2,Norwood,MA,ChargePoint Network,Free,2022-08-25
26427,OBE POWER SAYAN CONDO,Sunny Isles Beach,FL,ChargePoint Network,Free,2022-08-25
26426,SVT CHG STATION MONUMENT,Simi Valley,CA,ChargePoint Network,Free,2022-08-25
26425,AC JC 1,Brighton,CO,ChargePoint Network,Free,2022-08-25
26471,Watkins Glen State Park Parking,Watkins Glen,NY,Non-Networked,Free,2022-08-25
26424,NFMD STATION NORTHFIELD 1,Fort Collins,CO,ChargePoint Network,Free,2022-08-25
26422,BRAINTREETOY TOBEV1,Braintree,MA,ChargePoint Network,Free,2022-08-25
26421,BMWFWB BMWFWB,Fort Walton Beach,FL,ChargePoint Network,Free,2022-08-25
26420,AC DA 1,Brighton,CO,ChargePoint Network,Free,2022-08-25
26419,FPL EVOLUTION HF PALMBAY HOS1,Palm Bay,FL,ChargePoint Network,Free,2022-08-25
26418,PG II PG II-2,Frisco,TX,ChargePoint Network,Free,2022-08-25
26467,Green Spark Solar,Ontario,NY,Non-Networked,Free,2022-08-25
26417,PG II PG II-1,Frisco,TX,ChargePoint Network,Free,2022-08-25
26468,Van Bortel Chevrolet,Macedon,NY,Non-Networked,Free,2022-08-25
26469,Tradition Ford,Newark,NY,Non-Networked,Free,2022-08-25
26423,NFMD STATION NORTHFIELD 2,Fort Collins,CO,ChargePoint Network,Free,2022-08-25
26472,TOPS Friendly Markets,Watkins Glen,NY,Non-Networked,Free,2022-08-25
26503,SONNY VALLEY STATION 5,Methuen,MA,ChargePoint Network,Free,2022-08-26
26504,1534 N Highland Ave,Los Angeles,CA,FLO,Free,2022-08-26
26602,Bidleman Ford,Auburn,NY,Non-Networked,Free,2022-08-26
26495,CHG STATION #1 WEST CHARGER,Monte Vista,CO,ChargePoint Network,Free,2022-08-26
26608,Chittenango Village Hall,Chittenango,NY,Non-Networked,Free,2022-08-26
26609,Chittenango Creek Walk,Chittenango,NY,Non-Networked,Free,2022-08-26
26610,Servomation Refreshments Inc,Canastota,NY,Non-Networked,Free,2022-08-26
26611,Great Swamp Conservancy,Canastota,NY,Non-Networked,Free,2022-08-26
26612,Town of Lincoln Municipal Building,Canastota,NY,Non-Networked,Free,2022-08-26
26613,Nye Chevrolet,Oneida,NY,Non-Networked,Free,2022-08-26
26614,James Mitsubishi,Rome,NY,Non-Networked,Free,2022-08-26
26499,SONNY VALLEY STATION 1,Methuen,MA,ChargePoint Network,Free,2022-08-26
26500,SONNY VALLEY STATION 2,Methuen,MA,ChargePoint Network,Free,2022-08-26
26606,Liland Radiator,East Syracuse,NY,Non-Networked,Free,2022-08-26
26620,Davidson Chevrolet Buick GMC,Watertown,NY,Non-Networked,Free,2022-08-26
26616,Carmella's Café,New Hartford,NY,Non-Networked,Free,2022-08-26
26601,New Hope Mills Cafe & Store,Auburn,NY,Non-Networked,Free,2022-08-26
26617,Slocum-Dickson Medical Group,New Hartford,NY,Non-Networked,Free,2022-08-26
26501,SONNY VALLEY STATION 3,Methuen,MA,ChargePoint Network,Free,2022-08-26
26502,SONNY VALLEY STATION 4,Methuen,MA,ChargePoint Network,Free,2022-08-26
26496,CHG STATION #1 EAST CHARGER,Monte Vista,CO,ChargePoint Network,Free,2022-08-26
26497,OBE POWER PALACE BRICK R,Miami,FL,ChargePoint Network,Free,2022-08-26
26505,2998 S Hoover St,Los Angeles,CA,FLO,Free,2022-08-26
26506,Capitaland Subaru,Glenville,NY,Blink Network,Free,2022-08-26
26498,OBE POWER PALACE BRICK L,Miami,FL,ChargePoint Network,Free,2022-08-26
26615,Reaves Dental,New Hartford,NY,Non-Networked,Free,2022-08-26
26605,Onondaga Tower Garage,Syracuse,NY,Non-Networked,Free,2022-08-26
26607,Green Team Lighting LLC,Chittenango,NY,Non-Networked,Free,2022-08-26
26621,Davidson Ford,Watertown,NY,Non-Networked,Free,2022-08-26
26600,Southern Hills Veterinary Hospital,Tully,NY,Non-Networked,Free,2022-08-26
26622,EJ Noble Building Medical Laboratory,Canton,NY,Non-Networked,Free,2022-08-26
26599,Binghamton University Smart Energy Building,Vestal,NY,Non-Networked,Free,2022-08-26
26857,Graviti Energy - Fulshear,Fulshear,TX,GRAVITI_ENERGY,$0.38 per kWh,2022-08-26
26858,Graviti Energy - Broadway Office Condominiums,Pearland,TX,GRAVITI_ENERGY,$0.38 per kWh,2022-08-26
26859,Graviti Energy - Tomball,Tomball,TX,GRAVITI_ENERGY,$0.38 per kWh,2022-08-26
26860,Graviti Energy - Cypress,Cypress,TX,GRAVITI_ENERGY,$0.38 per kWh,2022-08-26
26861,Graviti Energy - Best Western Plus Pflugerville Inn & Suites,Pflugerville,TX,GRAVITI_ENERGY,$0.38 per kWh,2022-08-26
26862,Graviti Energy - Wingate by Wyndham,Houston,TX,GRAVITI_ENERGY,$0.38 per kWh,2022-08-26
26604,Burdick Ford,Central Square,NY,Non-Networked,Free,2022-08-26
26864,Graviti Energy - Clarion Pointe Marshall & East End Conference Center,Marshall,TX,GRAVITI_ENERGY,$0.38 per kWh,2022-08-26
26865,Graviti Energy - La Grange,La Grange,TX,GRAVITI_ENERGY,$0.38 per kWh,2022-08-26
26863,Graviti Energy - Holiday Inn Express & Suites,Houston,TX,GRAVITI_ENERGY,$0.38 per kWh,2022-08-26
26598,Binghamton University Admissions Parking Garage,Vestal,NY,Non-Networked,Free,2022-08-26
26603,Pulaski Public Library,Pulaski,NY,Non-Networked,Free,2022-08-26
26867,"Holiday Inn Express & Suites Dallas Northeast - Arboretum, an IHG Hotel",Dallas,TX,UNIVERSAL,$0.30 per kWh,2022-08-26
26596,Matthews Mitsubishi,Vestal,NY,Non-Networked,Free,2022-08-26
26494,PORTCW PORTCWADMIN,Washougal,WA,ChargePoint Network,Free,2022-08-26
26595,Royal Ford,Oswego,NY,Non-Networked,Free,2022-08-26
26492,ANTHEM GA STATION-1,Latham,NY,ChargePoint Network,Free,2022-08-26
26491,PIXAR PALS PIXAR 02&03 ADA,Anaheim,CA,ChargePoint Network,Free,2022-08-26
26597,Keybank,Endicott,NY,Non-Networked,Free,2022-08-26
27508,AMC Castle Rock 12,Castle Rock,CO,Volta,Free,2022-08-26
26493,ANTHEM GA STATION-2,Latham,NY,ChargePoint Network,Free,2022-08-26
26514,Fortuna,Fortuna,CA,SHELL_RECHARGE,Free,2022-08-27
26518,Fort Lauderdale Performing Arts Center Authority PACA Garage,Fort Lauderdale,FL,OpConnect,Free,2022-08-27
26517,Fort Lauderdale City Hall,Fort Lauderdale,FL,OpConnect,Free,2022-08-27
26516,21620 Burbank Blvd,Los Angeles,CA,FLO,Free,2022-08-27
26515,"Target T2760 (Oxnard, CA)",Oxnard,CA,Electrify America,Free,2022-08-27
26513,TRAC953 CHARGER #34,Tracy,CA,ChargePoint Network,Free,2022-08-27
26508,THE MARLOWE 630,Austin,TX,ChargePoint Network,Free,2022-08-27
26511,THE MARLOWE 330,Austin,TX,ChargePoint Network,Free,2022-08-27
26510,THE MARLOWE 430,Austin,TX,ChargePoint Network,Free,2022-08-27
26509,THE MARLOWE 530,Austin,TX,ChargePoint Network,Free,2022-08-27
26507,FOUNDATION COMM 11704NLAMAR1,Austin,TX,ChargePoint Network,Free,2022-08-27
26512,TRAC953 CHARGER #35,Tracy,CA,ChargePoint Network,Free,2022-08-27
26519,BUREAU FRIANT ST1,Friant,CA,ChargePoint Network,Free,2022-08-28
26624,Massena Municipal Parking,Massena,NY,Non-Networked,Free,2022-08-29
26625,Wawa - Tesla Supercharger,Tampa,FL,Tesla,Free,2022-08-29
26623,Fairfield Inn & Suites by Marriott Canton,Canton,NY,Non-Networked,Free,2022-08-29
28900,Sheehy Manor,Watervliet,NY,LIVINGSTON,Free,2022-08-29
29857,SCIF - Pleasanton,Pleasanton,CA,AMPUP,Free,2022-08-29
29802,Sunshine Realty - Tesla Destination,St Augustine,FL,Tesla Destination,Free,2022-08-29
26626,Stop & Shop #028 Norwell,Norwell,MA,Volta,Free,2022-08-29
26628,"Kroger #546, Johnstown OH",Johnstown,OH,Volta,Free,2022-08-29
26629,Cobblestone Court Shopping Center,Burnsville,MN,Volta,Free,2022-08-29
26627,"Kroger #621, Hebron OH",Hebron,OH,Volta,Free,2022-08-29
26618,Fairfield Inn by Marriot,Utica,NY,Non-Networked,Free,2022-08-29
26619,Dodge Pratt Northam Art and Community Center,Boonville,NY,Non-Networked,Free,2022-08-29
24848,"Barstow, CA - Tanger Way (Wall Connector) - Tesla Destination",Barstow,CA,Tesla Destination,Free,2022-08-29
26520,Canoga Park - 7124,Canoga Park,CA,Blink Network,Free,2022-08-29
26570,City of Chula Vista - Towne Center Parking Structure,Chula Vista,CA,Blink Network,Free,2022-08-30
26527,ADMIN BUILDING PUBLIC PARKING,Kennewick,WA,ChargePoint Network,Free,2022-08-30
26539,City of Wauchula Main Street City Parking Lot,Wauchula,FL,Blink Network,Free,2022-08-30
26538,The Perch Apartments,Los Angeles,CA,Blink Network,Free,2022-08-30
26536,5 Thousand Town,Jacksonville,FL,Blink Network,Free,2022-08-30
26534,ONE CAL PLAZA P1 07,Los Angeles,CA,ChargePoint Network,Free,2022-08-30
26535,2350 N 30th St,Tacoma,WA,FLO,Free,2022-08-30
26523,101 S ELLSWORTH STATION 1,San Mateo,CA,ChargePoint Network,Free,2022-08-30
26524,101 S ELLSWORTH STATION 2,San Mateo,CA,ChargePoint Network,Free,2022-08-30
26525,101 S ELLSWORTH STATION 3,San Mateo,CA,ChargePoint Network,Free,2022-08-30
26532,TRAC953 CHARGER #36,Tracy,CA,ChargePoint Network,Free,2022-08-30
26531,UNICOPROPERTIES LAVACA PLAZA 2,Austin,TX,ChargePoint Network,Free,2022-08-30
26530,UNICOPROPERTIES LAVACA PLAZA 1,Austin,TX,ChargePoint Network,Free,2022-08-30
26529,UDR FOXBOROUGH 1,Foxborough,MA,ChargePoint Network,Free,2022-08-30
26528,UDR FOXBOROUGH 2,Foxborough,MA,ChargePoint Network,Free,2022-08-30
26526,BVSD FIRESIDE ELEM1,Louisville,CO,ChargePoint Network,Free,2022-08-30
26533,PAPIK MOTORS PAPIK MOTORS,Luverne,MN,ChargePoint Network,Free,2022-08-30
26558,ATTLEBORO ATTLEBORO 1,Attleboro,MA,ChargePoint Network,Free,2022-08-31
26559,BAT BAT GARAGE,Brockton,MA,ChargePoint Network,Free,2022-08-31
26560,TOWN HALL NO. 1 EV STATION 1,Rowley,MA,ChargePoint Network,Free,2022-08-31
26567,DC CORRIDOR VERO BEACH DC1,Vero Beach,FL,ChargePoint Network,Free,2022-08-31
26569,Crescent City,Crescent City,CA,SHELL_RECHARGE,Free,2022-08-31
26562,IRVINE  CO  OFC 4830 EASTGATE 1,San Diego,CA,ChargePoint Network,Free,2022-08-31
26563,FPL EVOLUTION HF ADMIN 1,Rockledge,FL,ChargePoint Network,Free,2022-08-31
